gene,label
FOXJ1,negative
NUP54,negative
ARPC4,negative
NFKBID,negative
HNRNPH3,negative
SLITRK5,negative
RAB29,negative
ERICH1,negative
TMEM141,negative
EXOC3,negative
PLSCR3,negative
POLA1,negative
PIAS1,negative
TNFRSF17,negative
NLK,negative
IQCB1,negative
ARPC1A,negative
AP2M1,negative
TLR2,negative
UNC13D,negative
ADH6,negative
ATXN7L1,negative
SYNGR3,negative
DNTTIP1,negative
PLB1,negative
CDK5RAP3,negative
FCHSD2,negative
ANKRD46,negative
HCFC1R1,negative
EPS8L1,negative
CRADD,negative
MEI1,negative
DAB1,negative
ARV1,negative
EEF1A1,negative
UBE2I,negative
EIF1,negative
ZC2HC1A,negative
LYSMD2,negative
INTS13,negative
EXOG,negative
CEP57,negative
POLR2D,negative
KRTAP5-9,negative
PMCH,negative
UQCC1,negative
GAB2,negative
COL15A1,negative
USP18,negative
CUL9,negative
BLCAP,negative
FBXW5,negative
NDUFA11,negative
RUSC2,negative
LIN54,negative
TXNL1,negative
GLRX,negative
MCM3,negative
NCR3,negative
RGS17,negative
CLIC4,negative
PSMD6,negative
ENPP1,negative
TSPYL6,negative
ERCC6L2,negative
LRRC45,negative
GPR3,negative
FBXO11,negative
MAFF,negative
PIF1,negative
GNGT2,negative
KDM2A,negative
HIST1H2BD,negative
ATOX1,negative
GJD3,negative
ZBTB20,negative
CDT1,negative
MRFAP1L1,negative
TMOD2,negative
TUT7,negative
CCDC121,negative
TRIM21,negative
DTX4,negative
AZIN1,negative
DPEP3,negative
GP1BA,negative
COPS8,negative
IPPK,negative
PRDM5,negative
A4GNT,negative
ACO1,negative
ZNF324,negative
ATF4,negative
UBD,negative
TWSG1,negative
C1orf198,negative
CTPS1,negative
RSC1A1,negative
CIAO2A,negative
ZNF454,negative
CD40LG,negative
B3GALT2,negative
ISL2,negative
INPP5B,negative
CD244,negative
RAD18,negative
CRNKL1,negative
ZNF691,negative
HDAC3,negative
WASL,negative
MCEMP1,negative
DOCK7,negative
ASAP1,negative
TET2,negative
MTG2,negative
TTBK2,negative
TRIM62,negative
R3HDM2,negative
METTL14,negative
NDUFB1,negative
AGO4,negative
PCDHB10,negative
PIP5KL1,negative
TEKT5,negative
TTLL5,negative
ZDBF2,negative
ABCC10,negative
ULBP2,negative
PCDHGA3,negative
ANKRD1,negative
LRP3,negative
TAZ,negative
LRP11,negative
EGLN3,negative
PTPRM,negative
FNTA,negative
PXK,negative
SLC4A5,negative
SLC25A17,negative
PRPF3,negative
C12orf57,negative
EMC6,negative
CAMKV,negative
MTA2,negative
ABCD4,negative
KLRC2,negative
ACOT6,negative
CDHR5,negative
SRP19,negative
FAM169A,negative
MSC,negative
NT5C1B,negative
ITM2C,negative
SEC16B,negative
CNIH3,negative
SAT2,negative
ZFP91,negative
GGT6,negative
AHRR,negative
RPUSD3,negative
SNTB1,negative
GPR108,negative
HTRA4,negative
ATP2B1,negative
BLOC1S3,negative
TGM4,negative
LIFR,negative
CCDC180,negative
TRPV4,negative
PITX1,negative
POU4F1,negative
SCML4,negative
PTPRS,negative
TMEM44,negative
FEZ2,negative
KRT222,negative
PPP1R1A,negative
STIM2,negative
KRAS,negative
PALM,negative
SCARF2,negative
REC8,negative
PRKCI,negative
GPR84,negative
COG6,negative
CAPN5,negative
PM20D1,negative
AP1S3,negative
TUBG1,negative
LY6G6F,negative
STX11,negative
CCDC167,negative
SLFN12,negative
LIN52,negative
MRPL13,negative
SAP18,negative
PDE3B,negative
RELN,negative
CRIPT,negative
AK3,negative
BCL2L13,negative
KIF19,negative
RSL1D1,negative
NEDD1,negative
TRMT6,negative
GTF2A2,negative
HSPH1,negative
CEP70,negative
SHOC2,negative
FBXL13,negative
DRAM2,negative
SQOR,negative
TRIM27,negative
VPS37D,negative
DEFA1,negative
NAGPA,negative
SYDE1,negative
SETMAR,negative
SNX19,negative
NUMBL,negative
LHX4,negative
CAMKK2,negative
MVK,negative
KRT13,negative
DNAJC8,negative
DIP2B,negative
SHPRH,negative
E2F3,negative
FAHD1,negative
SORCS3,negative
BST2,negative
SPTY2D1,negative
AQP9,negative
TRMT10A,negative
TRIM34,negative
SLFN11,negative
WBP11,negative
NEIL1,negative
ZBED6CL,negative
AGTR1,negative
PHKG2,negative
ZNF28,negative
NCAPH2,negative
SBNO2,negative
SRF,negative
CADM4,negative
RNF114,negative
SAMD13,negative
DHX37,negative
TTC3,negative
LGR6,negative
DPY19L1,negative
PROSER1,negative
OLAH,negative
NPM2,negative
NFKBIZ,negative
LRIG1,negative
RMDN3,negative
FAM117A,negative
FAM78B,negative
CCDC84,negative
ATAD5,negative
HIST1H2AD,negative
ASCL2,negative
IGBP1,negative
STARD7,negative
LNP1,negative
OPA3,negative
CXCR4,negative
WASF1,negative
CHAD,negative
ABCG5,negative
MYPOP,negative
STRIP2,negative
C18orf32,negative
MRPL21,negative
GARS,negative
TRMT44,negative
POM121,negative
GPS2,negative
IRF2BP2,negative
ERCC6,negative
PLN,negative
ARID2,negative
C8orf76,negative
TMEM25,negative
KCNG1,negative
WAC,negative
UBLCP1,negative
ALMS1,negative
RAD1,negative
WSB1,negative
MGA,negative
PCMTD2,negative
ENC1,negative
PHF20L1,negative
CLDN3,negative
ELL2,negative
TRIM54,negative
NOTCH2NLA,negative
NYNRIN,negative
PCDHB15,negative
LY96,negative
CUL4A,negative
CTAGE1,negative
PHKG1,negative
SLC25A20,negative
SMIM14,negative
SLC8A2,negative
SLC2A3,negative
PSTPIP2,negative
B4GALT2,negative
RNF175,negative
C8orf37,negative
TOM1L2,negative
PMAIP1,negative
YIPF2,negative
ARAP2,negative
USP28,negative
NFAM1,negative
AKAP12,negative
RRBP1,negative
SINHCAF,negative
SUV39H2,negative
IL18R1,negative
BAK1,negative
ZNF513,negative
KCNJ16,negative
RAD51AP1,negative
TUSC2,negative
RND2,negative
PPP1R10,negative
TATDN3,negative
SHQ1,negative
NFAT5,negative
TM9SF3,negative
RWDD3,negative
UCK1,negative
CACNA1D,negative
TNFAIP3,negative
COL6A2,negative
PAPPA,negative
FERMT1,negative
EEPD1,negative
CPVL,negative
CYB561,negative
CSF1,negative
HIST1H3A,negative
MSH2,negative
SOX7,negative
ACY3,negative
AKAP10,negative
TESMIN,negative
NFX1,negative
RRNAD1,negative
PPBP,negative
TRA2A,negative
MGRN1,negative
ATRIP,negative
ZFR,negative
SEMA4F,negative
CPD,negative
CEP78,negative
ADORA2A,negative
WBP1,negative
FHL2,negative
FEN1,negative
TTC5,negative
RDH16,negative
TMEM11,negative
TNFRSF1A,negative
BLOC1S1,negative
ROM1,negative
EPM2AIP1,negative
ELOA2,negative
PROM1,negative
FAM210B,negative
PRKCB,negative
RAB7A,negative
MRPL1,negative
RGPD4,negative
CCL22,negative
EHMT1,negative
KIFC1,negative
ANK3,negative
HHIP,negative
MZT2A,negative
RILP,negative
AVL9,negative
RHOJ,negative
ALOX15,negative
SPAG17,negative
MPV17,negative
RAB11A,negative
GIMAP2,negative
SNRPE,negative
ANO5,negative
INCENP,negative
SUSD4,negative
ABRA,negative
OXNAD1,negative
WIPI1,negative
MGST3,negative
CCDC115,negative
DOP1A,negative
APBB1IP,negative
NDN,negative
NPLOC4,negative
ZWINT,negative
CTNNBIP1,negative
ZCWPW2,negative
ATF1,negative
DAAM1,negative
MMP16,negative
SH3RF2,negative
PLD1,negative
GTF2I,negative
HAS2,negative
SPTLC2,negative
MEF2D,negative
ZNF221,negative
GPC5,negative
ARNT2,negative
HSPA1B,negative
ACTR3C,negative
ADA2,negative
SLBP,negative
GCC1,negative
ERMN,negative
IL2RA,negative
LATS2,negative
PDZK1IP1,negative
ZCCHC9,negative
PURA,negative
SMYD2,negative
GPR183,negative
AMY2A,negative
ZDHHC7,negative
SHISAL1,negative
FKBP3,negative
DYDC2,negative
SLX4IP,negative
MRPS34,negative
LNX2,negative
BANF1,negative
PDZK1,negative
CSTF2T,negative
RAD23B,negative
SPEN,negative
ETHE1,negative
UBAP2L,negative
LXN,negative
TM7SF2,negative
ZNF572,negative
ZHX1,negative
CBX3,negative
METTL5,negative
ZNF232,negative
MAP1S,negative
APC2,negative
COPS7A,negative
REEP5,negative
PPIH,negative
TMEM134,negative
SECISBP2,negative
PDCD2,negative
ZNF777,negative
SLC25A39,negative
TTC21A,negative
OSTF1,negative
RSRP1,negative
SIMC1,negative
ABAT,negative
FAM189B,negative
SYNC,negative
MYL6,negative
OMG,negative
CD79A,negative
FAM204A,negative
R3HDM1,negative
DNMT3B,negative
GNAZ,negative
ZFP36L1,negative
FOXM1,negative
SMARCD3,negative
TSC22D1,negative
PLD3,negative
SLC26A11,negative
CCDC74A,negative
KAT5,negative
ACBD3,negative
SERPING1,negative
TXNL4A,negative
LTO1,negative
IL10RB,negative
HCRTR1,negative
MED20,negative
RPP14,negative
DCPS,negative
NUF2,negative
VPS4B,negative
ALAS2,negative
FCRL3,negative
PFKL,negative
TGFB1I1,negative
GTSE1,negative
VIPR1,negative
P4HA3,negative
PDIA4,negative
ARHGAP31,negative
COX11,negative
FHL3,negative
TTC21B,negative
IFFO2,negative
UTP3,negative
HPX,negative
GLT8D2,negative
UBE2G2,negative
CSMD2,negative
KCNQ3,negative
ZNF395,negative
SEPTIN3,negative
TENT5A,negative
MUSTN1,negative
IKBKB,negative
IKZF2,negative
OTOF,negative
GRK5,negative
RSBN1L,negative
CYB5D2,negative
SERF1A,negative
TLN1,negative
NICN1,negative
PIH1D1,negative
EIF3C,negative
SCRIB,negative
LIPA,negative
PLEKHM2,negative
SLC44A5,negative
DHRS11,negative
FOXP2,negative
MAN2C1,negative
PIM1,negative
FOXH1,negative
RANBP10,negative
SHCBP1,negative
SGSM1,negative
FAM214B,negative
TP53I13,negative
COG3,negative
STRADA,negative
CLOCK,negative
MIA,negative
ZNF366,negative
TIGAR,negative
KIF26B,negative
UNC119,negative
RAD54L,negative
DIABLO,negative
ISY1,negative
TAF8,negative
FANK1,negative
FOXE1,negative
CAMLG,negative
P2RY6,negative
FNDC9,negative
ALDH1A3,negative
NOL10,negative
LILRB1,negative
BTBD7,negative
TYW5,negative
DCTN2,negative
TIMP4,negative
FAM149B1,negative
RETREG1,negative
TMEM185B,negative
AGFG1,negative
NDUFAF2,negative
INPP5F,negative
GRM4,negative
ATP11A,negative
FYB1,negative
SASS6,negative
RPS7,negative
RNF145,negative
GRIK3,negative
XRN2,negative
FLYWCH1,negative
SCUBE2,negative
SBSPON,negative
TMED8,negative
RNASE6,negative
ARFGEF3,negative
PROSER2,negative
CCDC151,negative
DIAPH1,negative
ZNF112,negative
C1orf50,negative
GPA33,negative
SULT1C2,negative
FANCD2,negative
CDH3,negative
CHD8,negative
ALG10B,negative
ART3,negative
ECHDC2,negative
HSPA5,negative
BCAT2,negative
EFNB2,negative
FAM71F2,negative
TBK1,negative
UBXN10,negative
ACP1,negative
WDR5B,negative
RPS6KL1,negative
TDP2,negative
SCARB1,negative
ZNF394,negative
USP5,negative
EIF5A2,negative
MTTP,negative
EMILIN1,negative
SRCAP,negative
TRIB1,negative
PDE4D,negative
RPS27A,negative
PLLP,negative
TSPAN5,negative
POLM,negative
SLU7,negative
MPV17L,negative
NDST3,negative
LRRC24,negative
GLYCTK,negative
ARID1A,negative
KCNAB1,negative
ING4,negative
HSPD1,negative
CINP,negative
GANAB,negative
FAM168B,negative
COMMD4,negative
MAGI3,negative
ANKIB1,negative
SNRNP70,negative
CRYBB2,negative
BZW1,negative
RND1,negative
BAALC,negative
ARHGEF33,negative
PDIA6,negative
ETV2,negative
NDUFA6,negative
EDRF1,negative
SLC12A9,negative
GLYR1,negative
C16orf70,negative
ZDHHC5,negative
N4BP2L2,negative
NOMO1,negative
MYO1D,negative
SOX9,negative
ZNF74,negative
PRKACG,negative
WASF2,negative
ZNF350,negative
TLE5,negative
MFAP3,negative
ERN2,negative
NLN,negative
ZNF230,negative
MRPL2,negative
MON2,negative
HNRNPDL,negative
SAP130,negative
TNNI3K,negative
OGA,negative
XRCC1,negative
DACT1,negative
PIP4K2B,negative
JPT2,negative
MTMR11,negative
BPHL,negative
GUK1,negative
AGRN,negative
PPP1CA,negative
ANAPC7,negative
ZBTB43,negative
GNA12,negative
LRRC31,negative
ESYT2,negative
CTIF,negative
DYNLRB2,negative
FOXRED1,negative
TP53RK,negative
RPS28,negative
FBH1,negative
GTF2IRD1,negative
SNX10,negative
LYPLAL1,negative
SLC39A8,negative
BCKDHA,negative
HNMT,negative
ATP9B,negative
SLCO3A1,negative
RASAL3,negative
ADPRH,negative
SLC2A4,negative
METRN,negative
KRR1,negative
NR3C2,negative
SLC35C2,negative
KPNA4,negative
HIST1H2AM,negative
ADARB1,negative
CNOT7,negative
RBM20,negative
CREBZF,negative
NDUFB9,negative
SRR,negative
IQUB,negative
SPATA33,negative
CERS5,negative
INPP4B,negative
GNG2,negative
KCNJ8,negative
UBE2S,negative
PSMF1,negative
STIM1,negative
SCAP,negative
VCPIP1,negative
SUSD6,negative
TAF4B,negative
DTYMK,negative
PLA2G1B,negative
CNN2,negative
STAU2,negative
VMAC,negative
ABHD15,negative
SIGIRR,negative
ZNF875,negative
CD7,negative
SLC7A11,negative
C12orf75,negative
HSD17B8,negative
ATRAID,negative
HELZ2,negative
EEFSEC,negative
MYLK3,negative
IDH3A,negative
HEATR3,negative
RNF183,negative
GRPEL2,negative
RPGRIP1L,negative
LPCAT3,negative
SYT15,negative
IFT140,negative
TJP3,negative
CD274,negative
GPBP1,negative
ESRRA,negative
CASS4,negative
GTF2E1,negative
CXCL13,negative
UTF1,negative
CIB1,negative
RTEL1,negative
BCAR3,negative
PHF11,negative
DRD4,negative
MVB12A,negative
ALOX15B,negative
BRCA1,negative
AP5M1,negative
HLA-DRB5,negative
YLPM1,negative
MED30,negative
DARS2,negative
DDX51,negative
DAD1,negative
MYO1F,negative
ZSWIM5,negative
PSME3,negative
ZSCAN32,negative
ARHGAP15,negative
STK32C,negative
GP5,negative
ZNF763,negative
HOMER3,negative
MCM8,negative
DENND4B,negative
THEM6,negative
CELF5,negative
DNAJC16,negative
TOM1L1,negative
ADRA2B,negative
CYP17A1,negative
SLC35E1,negative
NUP133,negative
ZNF792,negative
TGFBR2,negative
KIF1B,negative
UCHL3,negative
CD14,negative
DROSHA,negative
MXRA8,negative
DNALI1,negative
CKB,negative
SNRNP35,negative
ATPAF1,negative
NSUN2,negative
ALDH3A2,negative
TM6SF1,negative
USP39,negative
SLPI,negative
FAM161A,negative
LRRC59,negative
CISH,negative
MFAP1,negative
C6orf62,negative
IL26,negative
KDM4B,negative
P2RY12,negative
VHL,negative
LURAP1,negative
PKN2,negative
CADPS2,negative
HTR6,negative
NAT1,negative
NUP35,negative
ZUP1,negative
ACTR2,negative
MXI1,negative
SHBG,negative
STAM2,negative
OPALIN,negative
ADGRD1,negative
POLR1E,negative
PIK3C2B,negative
EMX1,negative
EMC7,negative
BEND3,negative
HUS1,negative
DHFR2,negative
LOXHD1,negative
G0S2,negative
INTS6L-AS1,negative
CERS3,negative
MFSD1,negative
FBXO45,negative
TALDO1,negative
CLEC4G,negative
B4GALNT4,negative
IRF2BP1,negative
BRSK2,negative
TCN1,negative
SYN3,negative
TAGLN,negative
RPS29,negative
ARHGAP35,negative
DCUN1D2,negative
ASNS,negative
COL5A1,negative
SPCS3,negative
ARL6IP6,negative
KCTD3,negative
C10orf88,negative
DCTN6,negative
SLC6A20,negative
AKAP5,negative
MRPS24,negative
TMEM139,negative
CHPF2,negative
KCNN4,negative
KIF18B,negative
RABGAP1L,negative
EPHX2,negative
CDC37,negative
PNO1,negative
CD82,negative
C12orf40,negative
NUDT13,negative
TIAF1,negative
ART4,negative
RAPGEF2,negative
NOP9,negative
MYBL2,negative
CEP95,negative
SGK1,negative
NMD3,negative
MYO19,negative
PROM2,negative
ZFYVE28,negative
H3F3B,negative
RETSAT,negative
ISCU,negative
WRNIP1,negative
CDK17,negative
GPSM3,negative
LRFN3,negative
HDAC5,negative
ATP6V1G1,negative
CNNM1,negative
MARCH8,negative
OST4,negative
DKK3,negative
PCDHGA4,negative
TTC14,negative
PELI3,negative
NFE2,negative
TMEM237,negative
CHI3L2,negative
GALNT6,negative
TPST1,negative
SIGLEC11,negative
AMHR2,negative
ZNF488,negative
LGMN,negative
NEK11,negative
GTPBP4,negative
PRDX3,negative
ASB13,negative
C17orf64,negative
MMP2,negative
RAB8B,negative
CCDC82,negative
UNC5A,negative
